accession,n_traits,total_envs,in_snptools,collection,pedigree,countryOfOriginCode,IMPROVEMENT_LEVEL,PLANT_NAME
PI 349255,19,19,False,,"Developed from Colombian and Corn Belt germplasm. Source material included Nigeria Western yellow, Nigeria-094, Nigeria Biu Yellow, Kenya Kitale Composite E. Colombia Diacol V 153, CBK (BS7), SK (BS8), and Nigeria Samaru Composite 1.",NGA,Cultivated material,IBADAN A
PI 349256,32,39,False,,,NGA,Cultivated material,Ibadan B
PI 349257,30,36,False,,,NGA,Cultivated material,IBADAN C
PI 355016,17,17,False,,,KEN,Breeding material,EMBU COMPOSITE 1
PI 355017,17,17,False,,,KEN,Breeding material,EMBU COMPOSITE 2
PI 355018,16,16,False,,,TZA,Breeding material,ILONGA COMPOSITE A
PI 355019,16,16,False,,,TZA,Breeding material,ILONGA COMPOSITE B/WHITE
PI 355021,16,16,False,,,KEN,Breeding material,KATUMANI SYNTHETIC 7
PI 355023,17,31,False,,,KEN,Breeding material,KITALE COMPOSITE F
PI 357095,29,38,False,,,ETH,Cultivated material,18
PI 357096,18,18,False,,,ETH,Cultivated material,26
PI 357097,20,21,False,,,ETH,Cultivated material,28
PI 357098,19,19,False,,,ETH,Cultivated material,42
PI 357099,28,37,False,,,ETH,Cultivated material,43
PI 357100,29,35,False,,,ETH,Cultivated material,45
PI 357101,28,33,False,,,ETH,Cultivated material,50
PI 357102,30,52,False,,,ETH,Cultivated material,51
PI 357103,20,20,False,,,ETH,Cultivated material,52
PI 357104,21,21,False,,,ETH,Cultivated material,72
PI 357105,30,39,False,,,ETH,Cultivated material,73
PI 357106,29,35,False,,,ETH,Cultivated material,74
PI 357107,29,38,False,,,ETH,Cultivated material,75
PI 357108,20,21,False,,,ETH,Cultivated material,76
PI 357109,28,42,False,,,ETH,Cultivated material,No. 22753
PI 357110,29,35,False,,,ETH,Cultivated material,No. 22754
PI 357111,21,21,False,,,ETH,Cultivated material,No. 22755
PI 357112,20,20,False,,,ETH,Cultivated material,No. 22756
PI 357113,24,24,False,,,ETH,Cultivated material,No. 22761
PI 357114,29,35,False,,,ETH,Cultivated material,No. 22780
PI 357115,29,35,False,,,ETH,Cultivated material,No. 22815
PI 357116,30,36,False,,,ETH,Cultivated material,No. 22819
PI 357117,30,36,False,,,ETH,Cultivated material,No. 22824
PI 357118,33,39,False,,,ETH,Cultivated material,No. 22855
PI 357119,32,38,False,,,ETH,Cultivated material,No. 22868
PI 357120,30,39,False,,,ETH,Cultivated material,No. 22883
PI 357121,29,36,False,,,ETH,Cultivated material,No. 22884
PI 357122,28,35,False,,,ETH,Cultivated material,No. 22885
PI 357123,23,23,False,,,ETH,Cultivated material,No. 22897
PI 357124,29,35,False,,,ETH,Cultivated material,No. 22898
PI 357125,28,34,False,,,ETH,Cultivated material,No. 22906
PI 357126,29,35,False,,,ETH,Cultivated material,No. 22907
PI 357127,28,48,False,,,ETH,Cultivated material,No. 22908
PI 357128,26,31,False,,,ETH,Cultivated material,No. 22909
PI 357129,29,48,False,,,ETH,Cultivated material,No. 22910
PI 358271,25,27,False,,,164,Cultivated material,DOMASEN
PI 358272,25,27,False,,,164,Cultivated material,MESTNA
PI 358273,21,21,False,,,164,Cultivated material,BELA
PI 358274,23,26,False,,,164,Cultivated material,CRVENA
PI 358275,25,27,False,,,164,Cultivated material,PUKANKA
PI 358276,21,21,False,,,164,Cultivated material,SRPSKA PUKANKA
PI 358277,24,26,False,,,164,Cultivated material,LOKALNA
PI 358278,39,53,False,,,164,Cultivated material,BELA LOKALNA
PI 358279,38,76,False,,,164,Cultivated material,CRVENA LOKALNA
PI 358280,26,28,False,,,164,Cultivated material,BELA PUKANKA
PI 358281,23,25,False,,,164,Cultivated material,CRVENA PUKANKA
PI 358282,39,51,False,,,164,Cultivated material,BELA PUKANKA
PI 358521,25,28,False,Maize.Group.Ames.Panel.2010,,USA,Breeding material,11D-586-68(A)
PI 358524,35,51,False,Maize.Group.Ames.Panel.2010,Selection from Country Gentleman sweetcorn.,USA,Breeding material,18B-5-69
PI 358526,23,25,False,Maize.Group.Ames.Panel.2010,Selection from yellow sweet type X Fe.,USA,Breeding material,197A-381-68(A)
PI 358527,34,42,False,Maize.Group.Ames.Panel.2010,Selection from 101T X 11e.,USA,Breeding material,304A-408-68(B)
PI 358528,34,41,False,Maize.Group.Ames.Panel.2010,Selection from CC5 X Evergreen sweetcorn.,USA,Breeding material,442A-431-68(D)
PI 358529,25,29,False,Maize.Group.Ames.Panel.2010,Selection from Cogent X Long Island Bantam,USA,Breeding material,451B-4-68(B)
PI 358530,31,40,False,Maize.Group.Ames.Panel.2010,Selection from H63 X Yellow Sweet,USA,Breeding material,465A-421-68(B)
PI 358531,25,28,False,Maize.Group.Ames.Panel.2010,Selection from Cogent X 304a.,USA,Breeding material,675A-415-68(B)
PI 358533,26,28,False,Maize.Group.Ames.Panel.2010,Selection from  line 14 X 'Yellow',USA,Breeding material,T36(101T)-394-68(B)
PI 358534,22,25,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T20-2-68(B)
PI 358535,22,25,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T21-396-68(B)
PI 358536,31,40,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T24-395-68(B)
PI 358537,24,26,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T32-397-68(B)
PI 358538,38,50,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T33-399-68(B)
PI 358539,38,50,False,Maize.Group.Ames.Panel.2010,Selection from the multi-eared line 101T.,USA,Breeding material,T35-388-68(A)
PI 358542,37,47,False,,,ESP,Cultivated material,B 1418
PI 358543,22,22,False,,,ESP,Cultivated material,B 1419
PI 358544,37,47,False,,SPAIN 'PERLA X ROSERO',ESP,Cultivated material,B 1420
PI 358545,38,48,False,,,ESP,Cultivated material,B 1421
PI 358546,25,25,False,,,ESP,Cultivated material,B 1422
PI 358547,37,47,False,,,ESP,Cultivated material,B 1423
PI 358548,21,21,False,,,ESP,Cultivated material,B 1424
PI 358549,24,24,False,,,ESP,Cultivated material,B 1425
PI 358550,22,22,False,,,ESP,Cultivated material,B 1427
PI 358551,23,23,False,,,ESP,Cultivated material,B 1428
PI 358552,24,24,False,,,ESP,Cultivated material,B 1429
PI 358553,22,22,False,,,ESP,Cultivated material,B 1430
PI 358554,23,23,False,,,ESP,Cultivated material,B 1431
PI 358555,23,23,False,,,ESP,Cultivated material,B 1432
PI 358556,37,47,False,,,ESP,Cultivated material,B 1433
PI 358557,24,24,False,,,ROU,Cultivated material,B 1434
PI 358558,21,21,False,,RUMAN CINCANTIN X HINGA,ROU,Cultivated material,B 1435
PI 358559,22,22,False,,,ROU,Cultivated material,B 1436
PI 358560,22,22,False,,,ROU,Cultivated material,B 1437
PI 358561,34,44,False,,,ROU,Cultivated material,B 1438
PI 358562,22,22,False,,RUMAN MOLDOVENESC X DEN,ROU,Cultivated material,B 1439
PI 358563,22,22,False,,,ROU,Cultivated material,B 1440
PI 358564,22,22,False,,,ROU,Cultivated material,B 1441
PI 358565,21,21,False,,,ROU,Cultivated material,B 1442
PI 358566,37,46,False,,RUMAN ARDELENESC X MOLD,ROU,Cultivated material,B 1443
PI 358567,31,37,False,,,ROU,Cultivated material,B 1444
PI 358568,29,35,False,,,ROU,Cultivated material,B 1445
PI 358569,20,21,False,,,ROU,Cultivated material,B 1446
PI 358570,34,44,False,,,ROU,Cultivated material,B 1447
PI 358571,21,21,False,,RUMAN ROMANESC X DENTA,ROU,Cultivated material,B 1448
PI 358572,20,20,False,,,ROU,Cultivated material,B 1449
PI 358573,34,44,False,,,ROU,Cultivated material,B 1450
PI 358574,21,22,False,,,ROU,Cultivated material,B 1451
PI 358575,34,44,False,,RUMAN DINTE DE CAL X RO,ROU,Cultivated material,B 1452
PI 358576,36,46,False,,,ROU,Cultivated material,B 1453
PI 358577,21,21,False,,,ROU,Cultivated material,B 1454
PI 358578,20,20,False,,,ROU,Cultivated material,B 1455
PI 358579,22,22,False,,,ROU,Cultivated material,B 1456
PI 358580,29,35,False,,,ROU,Cultivated material,B 1457
PI 358581,37,47,False,,,ROU,Cultivated material,B 1458
PI 358582,32,43,False,,,POL,Cultivated material,POLAN 'SYZLDECKA
PI 358583,36,47,False,,,POL,Cultivated material,POLAN URNISINKO
PI 358584,24,24,False,,,CAN,Landrace,CANA  FORT KENT
PI 358585,30,36,False,,,CAN,Landrace,Morden
PI 358586,26,28,False,,,USA,Landrace,Big Grain Yellow
PI 360877,46,50,False,,,USA,Landrace,H Maydis Resistant
PI 363067,28,31,False,,"Mix of 'Neil's Paymaster', 'St. Charles White', 'Tennessee Red Cob', and some 'Mexican June'.",USA,Landrace,"(Walcott, Arkansas)"
PI 368828,26,28,False,,,MKD,Cultivated material,PUKANKI BELI  1237
PI 368829,33,68,False,,,MKD,Cultivated material,PUKANKI ZOLTI 1288
PI 368830,26,28,False,,,MKD,Cultivated material,PUKANKI ZOLTI 1294
PI 368831,39,52,False,,,MKD,Cultivated material,PUKANKA       1296
PI 368832,33,43,False,,,MKD,Cultivated material,PUKANKA ZOLTA 1299
PI 368833,25,27,False,,,MKD,Cultivated material,PUKANKA       1326
PI 368834,39,52,False,,,MKD,Cultivated material,PUKANKA       1377
PI 368835,26,28,False,,,MKD,Cultivated material,PUKANKA       1381
PI 368836,39,52,False,,,MKD,Cultivated material,PUKANKA       1400
PI 368837,25,27,False,,,MKD,Cultivated material,PUKANKA       1455
PI 368838,24,26,False,,,MKD,Cultivated material,PUKANKA I     1468
PI 368839,24,26,False,,,MKD,Cultivated material,PUKANKA II    1477
PI 368840,25,27,False,,,MKD,Cultivated material,PUKANKA       1513
PI 368841,25,27,False,,,MKD,Cultivated material,PUKANKA       1584
PI 368842,24,26,False,,,MKD,Cultivated material,PUKANKA       1614
PI 368843,26,28,False,,,MKD,Cultivated material,BOCKALKA      1634
PI 368844,22,23,False,,,MKD,Cultivated material,PUKANKA       1662
PI 368845,20,20,False,,,MKD,Cultivated material,PUKANKA       1679
PI 369342,20,25,False,,,BEN,Cultivated material,SCAR III
PI 369361,19,20,False,,,USA,Landrace,ZAPALOTE GRANDE
PI 369362,37,50,False,,,JPN,Landrace,KIWASE
PI 370603,26,28,False,,,164,Cultivated material,PUKANKA       1895
PI 370604,26,28,False,,,164,Cultivated material,DUNJSKA       1897
PI 370605,21,21,False,,,164,Cultivated material,PUKANKA       1933
PI 370606,22,22,False,,,164,Cultivated material,LOKALNA       1942
PI 370607,34,44,False,,,164,Cultivated material,DOMASNA       1993
PI 370608,21,21,False,,,164,Cultivated material,PUKANKA       2008
PI 370609,26,28,False,,,164,Cultivated material,LOKALNA       2059
PI 370610,24,26,False,,,164,Cultivated material,PUKANKA       2064
PI 370611,34,46,False,,,164,Cultivated material,TETOVSKA      2104
PI 372154,20,20,False,,,108,Cultivated material,GERVENETS   K 5424
PI 372155,21,21,False,,,108,Cultivated material,K 5663
PI 372156,33,44,False,,,108,Cultivated material,K 5665
PI 372157,20,20,False,,,108,Cultivated material,K 8732
PI 372158,21,21,False,,,DEU,Cultivated material,BROUNES    K 11080
PI 372159,21,21,False,,,DEU,Cultivated material,BRAUNER SCHINDELMEISER
PI 372160,21,22,False,,,UKR,Cultivated material,LINE T22     K 11124
PI 372161,22,22,False,,,108,Cultivated material,ODESSKAJA 10 K 12000
PI 372162,21,21,False,,,UKR,Cultivated material,BUKOVINSKIJ  K 12281
PI 372163,17,17,False,,,108,Cultivated material,VORONESKAJA 80 K 12315
PI 372164,21,21,False,,,108,Cultivated material,MOSKOVSKAJA 3  K 12337
PI 372165,21,21,False,,,UKR,Cultivated material,BUKOVINSKIJ 2  K 12472
PI 372166,21,21,False,,,UKR,Breeding material,HIBRID DNEPROVSKIJ
PI 372167,21,21,False,,,108,Breeding material,HIBRID DNEPROVSKIJ
PI 372168,20,20,False,,,BGR,Cultivated material,K 14758
PI 372169,21,21,False,,,BGR,Cultivated material,K 14777
PI 372170,19,19,False,,,108,Cultivated material,LINE QU4       K 15342
PI 372171,18,18,False,,,108,Cultivated material,LINE QU112     K 15349
PI 377746,29,34,False,,,THA,Cultivated material,Baby Sugar Sweet
PI 377747,27,33,False,,,THA,Cultivated material,"(Bangkok, Thailand)"
PI 384062,25,25,False,,,MEX,Wild material,B-K 4
PI 384063,25,25,False,,,MEX,Wild material,B-K 7
PI 384065,25,25,False,,,MEX,Wild material,Wilkes 2
PI 384066,25,25,False,,,MEX,Wild material,Wilkes 3
PI 384071,25,25,False,,,MEX,Wild material,Wilkes 10
PI 390552,43,56,False,,,ECU,Cultivated material,W-C 990
PI 390833,17,17,False,,,PER,Landrace,Maize morado
PI 390836,15,15,False,,,PER,Cultivated material,Cancha
PI 390837,29,40,False,,,PER,Cultivated material,W-C 1183
PI 390840,18,18,False,,,PER,Cultivated material,Chunco
PI 390842,31,32,False,,,PER,Cultivated material,Pardo
PI 391412,20,20,False,,,PHL,Cultivated material,Aroman White Flint
PI 391413,20,20,False,,,PHL,Cultivated material,MINIMIES WHITE FLINT
PI 391414,22,24,False,Maize.Group.Ames.Panel.2010,,PHL,Breeding material,PH 9
PI 391416,28,35,False,Maize.Group.Ames.Panel.2010,,PHL,Breeding material,PH 17
PI 391660,21,23,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,CHI-41
PI 391663,22,25,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,T IEH 84
PI 391664,18,18,False,,,CHN,Breeding material,T IEH 133
PI 391667,27,46,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,CHI-503
PI 391669,18,18,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,FENG 1B
PI 391670,22,24,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,NIU 11
PI 391676,21,22,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,TUO 229
PI 391677,34,45,False,Maize.Group.Ames.Panel.Post.2010,,CHN,Breeding material,TZU-CHIAO-HSI-WU 102
PI 391679,35,47,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,TZU-CHIAO-HSI-WU 302
PI 393701,21,21,False,,,MKD,Cultivated material,VIII/1
PI 393702,21,21,False,,,MKD,Cultivated material,VIII/2
PI 393703,21,21,False,,,MKD,Cultivated material,VIII/3
PI 393704,21,21,False,,,MKD,Cultivated material,VIII/4
PI 393705,34,45,False,,,MKD,Cultivated material,VIII/5
PI 393706,19,19,False,,,MKD,Cultivated material,VIII/6
PI 393707,20,20,False,,,MKD,Cultivated material,VIII/7
PI 393708,21,21,False,,,MKD,Cultivated material,VIII/8
PI 393709,20,20,False,,,MKD,Cultivated material,VIII/9
PI 393710,34,45,False,,,MKD,Cultivated material,VIII/10
PI 393711,22,22,False,,,MKD,Cultivated material,VIII/11
PI 393712,21,21,False,,,MKD,Cultivated material,VIII/12
PI 393713,36,47,False,,,MKD,Cultivated material,VIII/13
PI 393714,22,22,False,,,MKD,Cultivated material,VIII/14
PI 393715,34,46,False,,,MKD,Cultivated material,VIII/15
PI 393716,21,21,False,,,MKD,Cultivated material,VIII/16
PI 393717,34,46,False,,,MKD,Cultivated material,VIII/17
PI 393718,22,22,False,,,MKD,Cultivated material,VIII/18
PI 393719,22,22,False,,,MKD,Cultivated material,VIII/19
PI 393720,22,22,False,,,MKD,Cultivated material,VIII/20
PI 393721,22,22,False,,,MKD,Cultivated material,VIII/21
PI 393722,22,22,False,,,MKD,Cultivated material,VIII/22
PI 393723,22,22,False,,,MKD,Cultivated material,VIII/23
PI 393724,22,23,False,,,MKD,Cultivated material,VIII/24
PI 393725,21,21,False,,,MKD,Cultivated material,VIII/25
PI 393726,34,46,False,,,MKD,Cultivated material,VIII/26
PI 393727,29,35,False,,,MKD,Cultivated material,VIII/27
PI 393728,21,21,False,,,MKD,Cultivated material,VIII/28
PI 393729,22,22,False,,,MKD,Cultivated material,VIII/29
PI 393730,21,21,False,,,MKD,Cultivated material,VIII/30
PI 393731,21,21,False,,,MKD,Cultivated material,VIII/31
PI 393732,22,22,False,,,MKD,Cultivated material,VIII/32
PI 393733,22,22,False,,,MKD,Cultivated material,VIII/33
PI 393734,22,23,False,,,MKD,Cultivated material,VIII/34
PI 393735,22,22,False,,,MKD,Cultivated material,VIII/35
PI 393736,29,35,False,,,MKD,Cultivated material,VIII/36
PI 393737,22,22,False,,,MKD,Cultivated material,VIII/37
PI 393738,22,22,False,,,MKD,Cultivated material,VIII/38
PI 393739,22,22,False,,,MKD,Cultivated material,VIII/39
PI 393740,34,45,False,,,MKD,Cultivated material,VIII/40
PI 393741,21,21,False,,,MKD,Cultivated material,VIII/41
PI 393742,22,22,False,,,MKD,Cultivated material,VIII/42
PI 393743,22,22,False,,,MKD,Cultivated material,VIII/43
PI 393744,22,22,False,,,MKD,Cultivated material,VIII/44
PI 393745,21,21,False,,,MKD,Cultivated material,VIII/45
PI 393746,36,47,False,,,MKD,Cultivated material,VIII/46
PI 393747,22,22,False,,,MKD,Cultivated material,VIII/47
PI 393748,29,35,False,,,MKD,Cultivated material,VIII/48
PI 393749,35,46,False,,,MKD,Cultivated material,VIII/49
PI 393750,36,47,False,,,MKD,Cultivated material,VIII/50
PI 393751,22,22,False,,,MKD,Cultivated material,VIII/51
PI 393752,34,69,False,,,MKD,Cultivated material,VIII/52
PI 393753,36,47,False,,,MKD,Cultivated material,VIII/53
PI 393754,23,23,False,,,MKD,Cultivated material,VIII/54
PI 393755,23,24,False,,,MKD,Cultivated material,VIII/55
PI 393756,35,47,False,,,MKD,Cultivated material,VIII/56
PI 393757,21,21,False,,,MKD,Cultivated material,VIII/57
PI 393758,22,22,False,,,MKD,Cultivated material,VIII/58
PI 393759,34,45,False,,,MKD,Cultivated material,VIII/59
PI 393760,21,21,False,,,MKD,Cultivated material,VIII/60
PI 393761,21,21,False,,,MKD,Cultivated material,VIII/61
PI 393762,20,20,False,,,MKD,Cultivated material,VIII/62
PI 393763,21,21,False,,,MKD,Cultivated material,VIII/63
PI 393764,22,23,False,,,MKD,Cultivated material,VIII/64
PI 393765,34,45,False,,,MKD,Cultivated material,VIII/65
PI 393766,20,20,False,,,MKD,Cultivated material,VIII/66
PI 393767,34,45,False,,,MKD,Cultivated material,VIII/67
PI 393768,21,21,False,,,MKD,Cultivated material,VIII/68
PI 393769,22,22,False,,,MKD,Cultivated material,VIII/69
PI 393770,21,21,False,,,MKD,Cultivated material,VIII/70
PI 393771,36,47,False,,,MKD,Cultivated material,VIII/71
PI 393772,22,22,False,,,MKD,Cultivated material,VIII/72
PI 393773,21,21,False,,,MKD,Cultivated material,VIII/73
PI 393774,21,21,False,,,MKD,Cultivated material,VIII/74
PI 393775,29,35,False,,,MKD,Cultivated material,VIII/75
PI 393776,36,47,False,,,MKD,Cultivated material,VIII/76
PI 393777,21,21,False,,,MKD,Cultivated material,VIII/77
PI 393778,22,22,False,,,MKD,Cultivated material,VIII/78
PI 393779,21,21,False,,,MKD,Cultivated material,VIII/79
PI 393780,21,21,False,,,MKD,Cultivated material,VIII/80
PI 393781,21,22,False,,,MKD,Cultivated material,VIII/81
PI 401754,60,86,False,,,USA,Landrace,Seneca Hominy Corn
PI 401755,60,61,False,,,USA,Landrace,Sioux Tribe
PI 401756,31,32,False,,,AUT,Cultivated material,STEIRISCHER KLEINKORNIGER
PI 401757,50,72,False,,,CAN,Landrace,Gaspe Flint
PI 401758,32,72,False,,This variety originated from a cross of 'Leaming' and the 'Pride of the North'.,USA,Landrace,Fuller Corn
PI 401759,32,56,False,,Bulk sample of 'Longfellow' (yellow kernels) and 'King Philip' (red kernels).,USA,Landrace,Comstock Family Flint
PI 401762,25,27,False,,,MEX,Landrace,Bravo Padella White
PI 401763,20,21,False,,,USA,Landrace,Whitemaster Hybrid
PI 401765,19,20,False,,,CHN,Cultivated material,Ames 1446
PI 40262,33,35,False,,,ESP,Cultivated material,Cuenca
PI 405706,18,21,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,CHI-69 INB.
PI 405712,18,20,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,DA BA TANG INB. (JI 0241)
PI 405713,20,21,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,DA JIN DING (JI 0018)
PI 405714,21,24,False,Maize.Group.Ames.Panel.2010,,CHN,Breeding material,HUO BAO MI (JI 0235)
PI 406107,18,20,False,Maize.Group.Ames.Panel.2010,Oh45r^2.HtN,ZAF,Breeding material,A57N
PI 406108,22,24,False,Maize.Group.Ames.Panel.2010,Oh45r^2.HtN,ZAF,Breeding material,A98NW
PI 406109,27,34,False,Maize.Group.Ames.Panel.2010,C103^3.HtN,ZAF,Breeding material,A166N
PI 406110,21,22,False,Maize.Group.Ames.Panel.2010,C103^3.HtN,ZAF,Breeding material,A178N
PI 406112,38,51,False,Maize.Group.Ames.Panel.2010,B68^2.HtN,ZAF,Breeding material,A214N
PI 406113,31,52,False,Maize.Group.Ames.Panel.2010,B68^2.HtN,ZAF,Breeding material,A266N
PI 406114,29,35,False,Maize.Group.Ames.Panel.Post.2010,Mo12^3.HtN,ZAF,Breeding material,A319N
PI 406115,29,48,False,Maize.Group.Ames.Panel.2010,K64r0^4.HtN,ZAF,Breeding material,A328NW
PI 406116,23,23,False,Maize.Group.Ames.Panel.2010,K64r0^4.HtN,ZAF,Breeding material,A347NW
PI 406117,36,63,False,Maize.Group.Ames.Panel.2010,K64r0^4.HtN,ZAF,Breeding material,A359NW
PI 406118,29,48,False,Maize.Group.Ames.Panel.2010,A509 x B37^2.HtN,ZAF,Breeding material,A509N
PI 406119,19,23,False,Maize.Group.Ames.Panel.2010,B37^2.HtN,ZAF,Breeding material,A553N (Orange Halo)
PI 406124,29,36,False,Maize.Group.Ames.Panel.2010,B57A^4.HtN,ZAF,Breeding material,A622N
PI 406125,20,22,False,Maize.Group.Ames.Panel.2010,B14A^4.HtN,ZAF,Breeding material,A641N
PI 406126,21,21,False,Maize.Group.Ames.Panel.2010,B14A^4.HtN,ZAF,Breeding material,A661N
PI 406127,28,33,False,Maize.Group.Ames.Panel.2010,B14A^4.HtN,ZAF,Breeding material,A664N
PI 406128,19,22,False,Maize.Group.Ames.Panel.2010,W22^4.HtN,ZAF,Breeding material,A691N
PI 406129,21,22,False,Maize.Group.Ames.Panel.2010,K64^4.HtN,ZAF,Breeding material,A759NW
PI 406132,19,20,False,,MIT var. 2 X Cuba Gpo I,PHL,Cultivated material,Philippines DMR Composite 1
PI 406133,29,35,False,,College White X Tuxpeno,PHL,Cultivated material,Philippines DMR Composite 2
PI 406134,20,20,False,,MIT Var. 2 X Flint Composite Amarillo,PHL,Cultivated material,Philippines DMR Composite 3
PI 406135,20,20,False,,MIT Var. 2 X Flint Composite Amarillo,PHL,Cultivated material,Philippines DMR Composite 4
PI 406136,28,34,False,,MIT Var. 2 X Cupurico,PHL,Cultivated material,Philippines DMR Composite 5
PI 406137,28,35,False,,Eto Blanco X Aroman White Flint,PHL,Cultivated material,Philippines DMR Composite 6
PI 406172,21,21,False,,,164,Cultivated material,VIII/82
PI 406173,21,21,False,,,164,Cultivated material,VIII/83
