Name,name_base,SRA_ID,BioProject,reason
P6WC,P6WC,SRR8907078,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JING724,JING724,SRR8907079,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
3411,3411,SRR8907081,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JING24,JING24,SRR8907082,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
E28,E28,SRR8907083,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TIAN77,TIAN77,SRR8907085,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CHANG7-2,CHANG7-2,SRR8907086,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
YE107,YE107,SRR8907087,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY220,GY220,SRR8907088,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
M165,M165,SRR8907089,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TT16,TT16,SRR8907090,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LV28,LV28,SRR8907091,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
07KS4,07KS4,SRR8907092,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
7884-4HT,7884-4HT,SRR8907094,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SY1128,SY1128,SRR8907095,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS39,GEMS39,SRR8907096,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS5,GEMS5,SRR8907097,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL61,CIMBL61,SRR8907098,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
NAN21-3,NAN21-3,SRR8907100,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML191,CML191,SRR8907101,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL14,CIMBL14,SRR8907102,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL60,CIMBL60,SRR8907103,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL114,CIMBL114,SRR8907104,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL119,CIMBL119,SRR8907106,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL73,CIMBL73,SRR8907107,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
IRF291,IRF291,SRR8907108,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML468,CML468,SRR8907109,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL97,CIMBL97,SRR8907110,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL6,CIMBL6,SRR8907111,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL30,CIMBL30,SRR8907112,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL138,CIMBL138,SRR8907113,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL129,CIMBL129,SRR8907114,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL81,CIMBL81,SRR8907115,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL86,CIMBL86,SRR8907117,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL80,CIMBL80,SRR8907118,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
YU374,YU374,SRR8907119,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZONG3,ZONG3,SRR8907120,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS11,GEMS11,SRR8907121,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BY804,BY804,SRR8907123,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LIAO159,LIAO159,SRR8907124,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
RY732,RY732,SRR8907125,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY798,GY798,SRR8907126,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
YE8001,YE8001,SRR8907127,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
XZ698,XZ698,SRR8907128,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY237,GY237,SRR8907129,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SY1039,SY1039,SRR8907130,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
YU87-1,YU87-1,SRR8907131,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY3,TY3,SRR8907132,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
DAN4245,DAN4245,SRR8907133,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS2,GEMS2,SRR8907134,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS46,GEMS46,SRR8907135,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS33,GEMS33,SRR8907136,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
HB,HB,SRR8907138,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS48,GEMS48,SRR8907139,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
HTH-17,HTH-17,SRR8907140,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BEM,BEM,SRR8907141,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
4019,4019,SRR8907143,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ES40,ES40,SRR8907144,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZZ03,ZZ03,SRR8907145,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS25,GEMS25,SRR8907146,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
RY684,RY684,SRR8907147,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JH96C,JH96C,SRR8907148,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
DAN9046,DAN9046,SRR8907149,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
HUA83-2,HUA83-2,SRR8907150,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY7,TY7,SRR8907151,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS47,GEMS47,SRR8907152,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BY4960,BY4960,SRR8907153,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LG001,LG001,SRR8907155,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
8941,8941,CRR504155,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Dongbeihu,Dongbeihu,CRR504161,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jing388,Jing388,CRR504164,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Longxi65,Longxi65,CRR504172,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Hai9818,Hai9818,CRR504174,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Ji4112,Ji4112,CRR504182,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
W499,W499,CRR504183,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zhongzi01,Zhongzi01,CRR504186,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jinghuang59,Jinghuang59,CRR504189,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JN15,JN15,CRR504190,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
J0045,J0045,CRR504194,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
H9442,H9442,CRR504203,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
1205A,1205A,CRR504206,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Shen977,Shen977,CRR504212,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
68122,68122,CRR504213,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
D869,D869,CRR504214,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
K21,K21,CRR504215,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
D886,D886,CRR504217,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC6179,MC6179,CRR504227,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9269,MC9269,CRR504235,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9270,MC9270,CRR504236,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9274,MC9274,CRR504237,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9282,MC9282,CRR504238,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9287,MC9287,CRR504239,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9288,MC9288,CRR504240,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MC9300,MC9300,CRR504243,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T5107,T5107,CRR504244,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T5588,T5588,CRR504247,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T33169,T33169,CRR504256,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T33336,T33336,CRR504262,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T33362,T33362,CRR504264,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T24223,T24223,CRR504265,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jia6,Jia6,CRR504273,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
T116,T116,CRR504281,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi608,Suixi608,CRR504285,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi613,Suixi613,CRR504287,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi703,Suixi703,CRR504288,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi707,Suixi707,CRR504290,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi708,Suixi708,CRR504291,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Suixi709,Suixi709,CRR504292,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
An441A,An441A,CRR504296,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Nan5,Nan5,CRR504297,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HR30,HR30,CRR504301,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
KL45,KL45,CRR504304,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HB410,HB410,CRR504305,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HB322,HB322,CRR504311,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DN139,DN139,CRR504314,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DN1722,DN1722,CRR504315,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DN4402,DN4402,CRR504319,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16038,HRB16038,CRR504333,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16055,HRB16055,CRR504340,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16061,HRB16061,CRR504342,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16072,HRB16072,CRR504344,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16073,HRB16073,CRR504345,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16085,HRB16085,CRR504348,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRWC1,HRWC1,CRR504354,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DKM8,DKM8,CRR504355,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HR73,HR73,CRR504360,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRM8,HRM8,CRR504368,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Mo113,Mo113,CRR504375,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Dong96,Dong96,CRR504383,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16179,HRB16179,CRR504390,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HRB16193,HRB16193,CRR504391,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zhe931,Zhe931,CRR504393,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zhe969,Zhe969,CRR504394,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zhe461,Zhe461,CRR504395,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
SCML202,SCML202,CRR504398,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
SCML205Rel,SCML205Rel,CRR504399,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Ji9_033,Ji9_033,CRR504401,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JiZ_S24_9,JiZ_S24_9,CRR504402,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zheng60,Zheng60,CRR504404,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1006,Jizi1006,CRR504405,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1018,Jizi1018,CRR504407,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1023,Jizi1023,CRR504408,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1034,Jizi1034,CRR504409,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1039,Jizi1039,CRR504410,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1058,Jizi1058,CRR504418,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1082,Jizi1082,CRR504419,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1092,Jizi1092,CRR504421,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1134,Jizi1134,CRR504422,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1138,Jizi1138,CRR504423,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi1140,Jizi1140,CRR504424,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
9083,9083,CRR504429,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
444_1,444_1,CRR504440,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JLXH_4,JLXH_4,CRR504447,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JLXH_12,JLXH_12,CRR504450,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JLXH_17,JLXH_17,CRR504452,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao51,Liao51,CRR504462,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao785,Liao785,CRR504464,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao8022,Liao8022,CRR504465,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao428,Liao428,CRR504466,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Shen161,Shen161,CRR504467,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Dan598whitecob,Dan598whitecob,CRR504472,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Tie9010,Tie9010,CRR504477,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Ming2325,Ming2325,CRR504479,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
G285,G285,CRR504480,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao1A407,Liao1A407,CRR504483,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao63024,Liao63024,CRR504484,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao20358,Liao20358,CRR504485,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao2572,Liao2572,CRR504486,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao3348,Liao3348,CRR504487,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao0513,Liao0513,CRR504494,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao0567,Liao0567,CRR504497,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Shen5003,Shen5003,CRR504501,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Liao6027,Liao6027,CRR504507,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Shen501,Shen501,CRR504508,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
CAW4w,CAW4w,CRR504511,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
9626,9626,CRR504512,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
9534,9534,CRR504516,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
9580,9580,CRR504517,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
TD282,TD282,CRR504525,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
TE322,TE322,CRR504526,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
TE350,TE350,CRR504529,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
W_25,W_25,CRR504534,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
HH4,HH4,CRR504537,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
H446,H446,CRR504538,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
L98,L98,CRR504542,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
H81,H81,CRR504543,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Chang98,Chang98,CRR504547,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi4658,Jizi4658,CRR504548,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
B17,B17,CRR504549,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi147048,Jizi147048,CRR504551,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi13L115,Jizi13L115,CRR504553,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jizi13L377,Jizi13L377,CRR504557,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JiziB154,JiziB154,CRR504560,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JiziA150,JiziA150,CRR504561,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
JiziA199,JiziA199,CRR504562,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ZhengT22,ZhengT22,CRR504563,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Xun313,Xun313,CRR504566,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Xun5872,Xun5872,CRR504567,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ZK02_1,ZK02_1,CRR504568,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Luo1223,Luo1223,CRR504569,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
A1393,A1393,CRR504571,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zhu07,Zhu07,CRR504572,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5N65,5N65,CRR504575,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5N74,5N74,CRR504576,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5N78,5N78,CRR504578,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5N545,5N545,CRR504580,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zheng600,Zheng600,CRR504589,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zheng603,Zheng603,CRR504591,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Zheng561,Zheng561,CRR504592,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
lx00_1,lx00_1,CRR504593,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
16SD007,16SD007,CRR504595,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
16SD034,16SD034,CRR504600,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
16SD044,16SD044,CRR504603,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
16SD088,16SD088,CRR504608,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
50034,50034,CRR504620,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
50035,50035,CRR504621,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
50073,50073,CRR504624,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5660,5660,CRR504631,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5661,5661,CRR504632,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
41006,41006,CRR504634,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M08N171,M08N171,CRR504638,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
MZ_315,MZ_315,CRR504639,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M09N041,M09N041,CRR504643,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M05N32,M05N32,CRR504644,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M75,M75,CRR504648,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M6021C546,M6021C546,CRR504651,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M08N144,M08N144,CRR504653,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M9N165,M9N165,CRR504654,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M09N160,M09N160,CRR504659,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M45589,M45589,CRR504668,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M45172,M45172,CRR504669,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M15044,M15044,CRR504670,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M35119,M35119,CRR504671,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M15208,M15208,CRR504672,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M35457,M35457,CRR504673,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M45199,M45199,CRR504675,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M35124,M35124,CRR504678,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
M15131,M15131,CRR504680,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ly328,ly328,CRR504690,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
LY2211,LY2211,CRR504691,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Wu9086,Wu9086,CRR504693,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
5172,5172,CRR504694,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Wu6127,Wu6127,CRR504696,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Wu6006,Wu6006,CRR504697,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
XD973,XD973,CRR504700,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
J398,J398,CRR504701,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Z78,Z78,CRR504702,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jin103,Jin103,CRR504703,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y687,Y687,CRR504708,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y3_2,Y3_2,CRR504709,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
806,806,CRR504710,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
950,950,CRR504711,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ly5405,ly5405,CRR504713,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ly5502,ly5502,CRR504714,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ly5901,ly5901,CRR504716,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
KW4M029,KW4M029,CRR504721,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
W08,W08,CRR504725,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Nan7041_5,Nan7041_5,CRR504730,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1642,Y1642,CRR504745,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1665,Y1665,CRR504747,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1674,Y1674,CRR504748,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1697,Y1697,CRR504755,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1703,Y1703,CRR504758,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1704,Y1704,CRR504759,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1706,Y1706,CRR504761,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1745,Y1745,CRR504768,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1751,Y1751,CRR504770,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1754,Y1754,CRR504772,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1755,Y1755,CRR504773,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Y1757,Y1757,CRR504775,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
TD5937,TD5937,CRR504787,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jindan35M,Jindan35M,CRR504796,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jinyu811F,Jinyu811F,CRR504798,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
C822,C822,CRR504799,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
X232,X232,CRR504801,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Ds_12a,Ds_12a,CRR504802,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
178_1,178_1,CRR504805,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
Jin0_3,Jin0_3,CRR504812,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
X8531,X8531,CRR504813,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
X48B,X48B,CRR504814,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXA095,DXA095,CRR504819,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXA105,DXA105,CRR504820,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB007,DXB007,CRR504826,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB060,DXB060,CRR504828,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB161,DXB161,CRR504831,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB165,DXB165,CRR504833,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB167,DXB167,CRR504834,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB171,DXB171,CRR504835,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
DXB198,DXB198,CRR504837,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
XF063,XF063,CRR504843,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
LK58_8,LK58_8,CRR504845,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
ly5711,ly5711,CRR504850,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
LongF0202,LongF0202,CRR504851,PRJCA009749,SNPTools name has no GRIN plant-name match — needs curation
